vowelSAMPA,F0,F1_Hz,F2_Hz,F3_Hz,target
u,152,378.3333333,819.3333333,2156.666667,0
a~,153,691,973.3333333,2170.666667,1
i,171,269.6666667,1842.666667,2914,0
y,147.6666667,297,1695.666667,2610.333333,0
a~,142.6666667,662,1055.333333,2126.333333,1
2,153.3333333,418,1527.666667,2364.333333,0
a,160.3333333,575,1425.333333,2283.666667,0
u,158.3333333,367.6666667,1113.666667,2531.333333,0
2,140.3333333,452,1406.666667,2478.666667,0
a~,149.3333333,634,1125.666667,2222.333333,1
u,159.3333333,380,1827,3403.333333,0
a~,153,732,1015.333333,2228.666667,1
a,148.6666667,603.6666667,1381.666667,2431,0
a,160.3333333,652.3333333,1456.666667,2423,0
e,153,416.6666667,1739.333333,2502.666667,0
2,154.6666667,482.6666667,1535.333333,2507,0
2,154.3333333,400.3333333,1453.333333,2198,0
9,147.6666667,585.3333333,1350,2399.333333,0
E~,145,675.3333333,1208.333333,2213,1
O~,153.3333333,582.3333333,1533.333333,2237,1
3,152.3333333,451,1698.333333,2463.666667,0
i,155.6666667,288.6666667,1785.666667,2746.333333,0
O~,160.3333333,519.6666667,1399.666667,2177.666667,1
9,144.6666667,536,1434,2409.666667,0
a~,147,769,1238.333333,2260.333333,1
o,152,517.6666667,1640.333333,2695,0
a,142.3333333,590.6666667,1306,2385,0
2,152,440.6666667,1462.333333,2329.333333,0
9,154.6666667,536,1405.666667,2263.333333,0
3,144.6666667,541,1480,2362,0
E~,153.6666667,712.3333333,1237.666667,2229,1
i,155.6666667,308,1765,2790,0
e,152.6666667,422.6666667,1693,2473.666667,0
E~,161.3333333,570.3333333,1266.666667,2173,1
e,144,418.6666667,1730.666667,2485,0
o,144.3333333,427.6666667,990.6666667,2265.333333,0
e,159,414,1727.666667,2461.666667,0
E~,143.6666667,634.6666667,1123.333333,2089.333333,1
e,142.3333333,438.6666667,1645,2389.666667,0
o,143.6666667,445.6666667,1022.666667,2225.333333,0
i,153,269,1776.666667,2878.666667,0
u,147.6666667,462.6666667,1175.666667,2230.666667,0
y,151,311.6666667,1681.666667,2255.666667,0
y,162.6666667,362.6666667,1605,2200,0
E~,146,587.6666667,1185.666667,2142.333333,1
a~,150.3333333,657,942.3333333,2126.333333,1
O~,148.6666667,547,1285,2216,1
u,152.3333333,453,955.6666667,2766,0
O~,161,506.6666667,1355.666667,2369.666667,1
y,153,314.6666667,1756.666667,2241.333333,0
o,170.3333333,454.3333333,875,2133.333333,0
a,149,573.3333333,1341.666667,2352,0
i,148.6666667,264.6666667,1885,3031.666667,0
i,147.6666667,368.6666667,1766.333333,2597.333333,0
u,148,399.6666667,1321.333333,2730,0
E~,148.3333333,473.3333333,1248,2039.666667,1
y,146.3333333,390.6666667,1568.333333,2239.666667,0
O~,167,575,1708.333333,2263.666667,1
i,165.3333333,294.3333333,1839,2848.666667,0
3,157.3333333,422.6666667,1699,2447.666667,0
O~,155.6666667,530.6666667,1650.666667,2364.333333,1
a~,152.6666667,621.6666667,1045,2200.666667,1
y,146.3333333,307,1652,2529,0
a,141,591.6666667,1373.333333,2380,0
e,154.3333333,437.3333333,1726,2325.666667,0
a~,152,639.3333333,1186,2122,1
O~,145.3333333,524.6666667,1376,2290.333333,1
e,151,423.6666667,1669,2402.333333,0
o,153,531.3333333,1346,2757.333333,0
e,151.3333333,430.3333333,1681.666667,2424.666667,0
3,139,437,1728,2439.333333,0
2,148,412,1329.333333,2121,0
e,147.3333333,449,1754,2501.333333,0
3,147,517,1524.666667,2548,0
a~,138.6666667,702.3333333,1234,2217.333333,1
u,148,458.6666667,735,2072.333333,0
O~,170.3333333,550,1520.333333,2164.333333,1
y,156,316.6666667,1689.333333,2341.666667,0
o,155,465.3333333,1152,2205.666667,0
E~,147.6666667,626.3333333,1274,2179,1
e,152.3333333,438,1729,2539,0
3,155.3333333,493,1543,2253,0
E~,157.3333333,572.3333333,1307,2130.666667,1
2,161,453.6666667,1445.333333,2187,0
9,145,569.6666667,1348.666667,2349.666667,0
u,167,434.6666667,1293.666667,2168.666667,0
3,145.6666667,411.3333333,1799.333333,2482,0
o,155.6666667,467,688.3333333,2133.666667,0
y,160.3333333,327.6666667,1653.666667,2357,0
y,154.6666667,394.3333333,1599.666667,2456,0
3,134.6666667,505,1449.333333,2369,0
2,147.6666667,401.3333333,1439.333333,2256,0
o,155.6666667,549,1093.333333,2820.666667,0
9,147,533.6666667,1452,2419.666667,0
9,143.3333333,651.6666667,1401.333333,2419,0
o,154.6666667,497.3333333,890.6666667,2171.666667,0
2,149,446.3333333,1428.333333,2242.666667,0
i,143.6666667,371.6666667,1613,2583.666667,0
2,142.6666667,420.3333333,1425,2197.666667,0
a,147.3333333,568,1316.333333,2405,0
9,147,513,1409,2371,0
a,146,586.6666667,1327.666667,2489,0
a,149,638.6666667,1457.333333,2406.333333,0
O~,157.3333333,556.6666667,1767.666667,2334,1
E~,141.3333333,682,1183.666667,2108.666667,1
u,154,473,1056.333333,2465,0
9,154.6666667,490,1429,2204.333333,0
a~,156,671.6666667,1434,2227.333333,1
2,153.6666667,426.3333333,1493.333333,2188.666667,0
o,142.3333333,434.3333333,1017.333333,2308.333333,0
9,144.6666667,535.3333333,1514,2455,0
a~,153.3333333,674,1228,2239,1
u,165,359.3333333,807.3333333,2123.666667,0
O~,158.6666667,510.6666667,1599.333333,2301,1
a~,147,682,1048.333333,2126.666667,1
y,161.6666667,310.3333333,1749,2167,0
u,149,463.6666667,1270.666667,2636.666667,0
a,159,541.3333333,1369.333333,2383.333333,0
e,141.6666667,417.6666667,1797,2479,0
E~,143,635.6666667,1205.666667,2231.333333,1
i,154.6666667,421.6666667,1552.666667,2741.333333,0
a,141,591,1312.333333,2389.333333,0
E~,137,642.6666667,1203.333333,2126,1
i,147,283,1875,2940,0
a,106,624,1185,2355.666667,0
y,121.6666667,327.3333333,1723.333333,2310.666667,0
3,112.3333333,521.6666667,1737,2493.666667,0
o,122.6666667,384.3333333,852.6666667,2519,0
u,129.6666667,424.6666667,1843.666667,3383.666667,0
9,117.3333333,488.6666667,1495.666667,2376.333333,0
2,86.66666667,336.6666667,1473,2263.666667,0
9,116.6666667,491.6666667,1437.666667,2365,0
e,94.66666667,342.6666667,1894.333333,2435.333333,0
O~,132.6666667,435.3333333,1415,2605,1
i,90.66666667,218.6666667,2070,3002,0
E~,137.3333333,600.3333333,1226.333333,2378,1
3,123.6666667,485.6666667,1745.333333,2532.666667,0
3,128.6666667,459.6666667,1758,2478.666667,0
o,117.6666667,401.6666667,704.3333333,2455.333333,0
y,88.33333333,321.6666667,1685.333333,2484.333333,0
3,112.3333333,523.6666667,1697,2438.333333,0
9,106.3333333,511.3333333,1502.333333,2171.666667,0
i,123.6666667,256,1861,3137.666667,0
O~,126,419.6666667,1270.666667,2671.333333,1
u,130.3333333,359.3333333,572.6666667,2247,0
a~,87.33333333,605.6666667,1391.666667,2641,1
i,115.6666667,272,1856.666667,3063.666667,0
y,132.3333333,259,1766,2043,0
a~,119.3333333,574.6666667,888.6666667,2405.666667,1
2,97,340.6666667,1438,2273.333333,0
a,102,637.6666667,1435.666667,2360,0
u,133.6666667,350.3333333,1236.333333,2693.666667,0
2,86,375,1818.333333,2916,0
a~,119.6666667,583,892,2374.333333,1
u,147,378,1187.333333,2637,0
a~,113.3333333,606,889,2463.333333,1
a,99.33333333,593,1398.333333,2343,0
a,99.66666667,623.6666667,1313.333333,2331,0
e,101.3333333,318.3333333,1929.333333,2502,0
2,90.33333333,338,1437.333333,2163,0
2,95.33333333,307.6666667,1452,2323,0
9,115.3333333,528,1313.666667,2321.333333,0
E~,116.3333333,604,1158.333333,2062,1
O~,92.33333333,495,1783.333333,2618.333333,1
3,86.33333333,529.6666667,1796.666667,2561.666667,0
i,82,219.6666667,1950,3294.333333,0
O~,97.66666667,367.6666667,1260,2559.666667,1
9,111,498.3333333,1479.666667,2393.666667,0
a~,123.3333333,612.6666667,972,2479.333333,1
o,83.66666667,355.6666667,848,2806,0
a,91,637.3333333,1253.666667,2283.666667,0
2,97,331,1478.666667,2380.333333,0
9,89.66666667,504.3333333,1419,2190.333333,0
3,92.66666667,554.6666667,1663.666667,2497,0
E~,106.6666667,557,1065,2489.666667,1
i,90.33333333,253,1839.666667,3025,0
e,118,353.3333333,1866.666667,2587.333333,0
E~,90,675.6666667,1210.666667,2382,1
e,112.6666667,359,1863.666667,2593.666667,0
o,98.66666667,366,1021.333333,2247.333333,0
e,88.66666667,346,1981.333333,2905.333333,0
E~,114.6666667,605.6666667,1181,2022.333333,1
e,104,411,1792.666667,2690.666667,0
o,98.33333333,348.3333333,906.3333333,2721,0
i,114.3333333,272,1881.333333,3086.666667,0
u,94,439.3333333,984,2549.666667,0
y,133.3333333,263.3333333,1802,2369.666667,0
y,87.66666667,221.3333333,1793,2482.333333,0
E~,111,623,1190,2213,1
a~,93.33333333,624,1315.666667,2684,1
O~,113.6666667,423.6666667,1147.333333,2563.666667,1
u,127.3333333,433.6666667,888.3333333,2926.666667,0
O~,96.66666667,453.3333333,1643.333333,2554.666667,1
y,130,282,1803.666667,2240.666667,0
o,90.66666667,361.3333333,1049.333333,2723,0
a,97.66666667,562.6666667,1466.333333,2468.333333,0
i,90.33333333,231.6666667,2080,2961,0
i,100,268.3333333,1943.666667,3184.666667,0
u,92,373,1292.666667,2604,0
E~,111,531.6666667,1283.666667,2218,1
y,123.3333333,351,1635,2140,0
O~,99.33333333,397.6666667,1147.666667,2545.666667,1
i,94.33333333,235,1946,3184,0
3,88.33333333,422.3333333,1773,2596,0
O~,93.66666667,445,1433,2510.666667,1
a~,116.3333333,586.6666667,960.3333333,2492.333333,1
y,128.3333333,239.3333333,1774,2210.333333,0
a,114.3333333,632,1450.666667,2362.666667,0
e,125.3333333,373.6666667,1892,2706.333333,0
a~,84.66666667,615.3333333,1220,2581,1
O~,123,377.6666667,1218.666667,2662.666667,1
e,86.66666667,336,1928.333333,2409.333333,0
o,144,390,795,2356.333333,0
e,86,368.6666667,1846,2547.333333,0
3,94.66666667,483,1728.666667,2426,0
2,105,372.3333333,1429,2467.333333,0
e,127,403.3333333,1874.666667,2628,0
3,93.66666667,500.3333333,1642.666667,2434.666667,0
a~,119,584.6666667,952.6666667,2391,1
u,128,482,1206.666667,2772.666667,0
O~,101.6666667,407.6666667,1740,2619,1
y,129.6666667,302.3333333,1790.666667,2307.333333,0
o,84.33333333,379.6666667,1181.666667,2447.666667,0
E~,106,606.6666667,1232.333333,2276.666667,1
e,119.3333333,367.3333333,1898.666667,2467.333333,0
3,96.66666667,477.3333333,1710.666667,2512.333333,0
E~,99,585,1135.333333,2357.333333,1
2,102,339.6666667,1450,2198.333333,0
9,90,541,1265.333333,2172.333333,0
u,124.3333333,368.6666667,2129.666667,2238,0
3,117.6666667,455,1772.666667,2559.333333,0
o,127.6666667,368.6666667,830,2321.333333,0
y,101.3333333,267.3333333,1578.333333,1973,0
y,132.3333333,310.6666667,1737.666667,2353.666667,0
3,80.66666667,497.6666667,1572,2643.666667,0
2,96.33333333,341,1432.666667,2375.666667,0
o,136.6666667,403.3333333,864,2435.333333,0
9,128.3333333,497.6666667,1478.666667,2421.666667,0
9,115,558.3333333,1444.666667,2338,0
o,123.6666667,394,724.6666667,2400.666667,0
2,128.6666667,382.3333333,1367.666667,2176.666667,0
i,95,305,1798.666667,2843.333333,0
2,87,372.6666667,1357.333333,2215.333333,0
a,87,632.3333333,1339.666667,2390.666667,0
9,120.3333333,489,1474,2331.333333,0
a,84.66666667,553.6666667,1291.333333,2495.666667,0
a,111.6666667,624.6666667,1379.666667,2454,0
O~,92.66666667,442.6666667,1817,2816.666667,1
E~,125.6666667,582.3333333,1107.666667,2060,1
u,112.3333333,413,833.6666667,2857,0
9,90.33333333,463,1542,2230.666667,0
a~,88.66666667,584.6666667,741,2580.333333,1
2,93,309,1589.333333,2123.666667,0
o,93,368,913.3333333,2386.666667,0
9,93.66666667,507.3333333,1462,2252,0
a~,91.33333333,565.6666667,776.6666667,2404.666667,1
u,104.6666667,291.6666667,899,2261.666667,0
O~,101.3333333,348.3333333,1321,2516,1
a~,95.66666667,520.3333333,832.3333333,2575.666667,1
y,105.3333333,249.3333333,1795,2166,0
u,117.6666667,446.3333333,1159.333333,2815.333333,0
a,88,587,1456,2327,0
e,122.3333333,358.3333333,1894,2617,0
E~,114.3333333,602,1088,2453,1
i,119.3333333,356,2009,2988,0
a,93,626.6666667,1284.333333,2345,0
E~,121,587.3333333,1125,2017.333333,1
i,136.3333333,262.3333333,1938.666667,3055.333333,0
a,196.6666667,872.3333333,1382.333333,2947.333333,0
y,211.3333333,349.6666667,2048.333333,2697.333333,0
3,214.6666667,601.6666667,2077,3242.333333,0
o,212,400.6666667,665,2845.333333,0
u,225.3333333,344.3333333,1477,2908,0
9,207.6666667,632,1594,3037.666667,0
2,213.6666667,401,1623,2613.666667,0
9,216.3333333,632.3333333,1593,2893.333333,0
e,205.3333333,393.3333333,2550.333333,3142.666667,0
O~,219.6666667,277.6666667,1275.333333,1933.333333,1
i,230.6666667,325.6666667,2321.333333,3537.333333,0
E~,196.3333333,588.3333333,1407,2924.666667,1
3,192.6666667,564.3333333,2221.666667,3085.333333,0
3,201,535.3333333,2225.333333,3053.666667,0
o,215.3333333,409.6666667,610.3333333,3309.666667,0
y,220.6666667,373.6666667,1871.333333,2934,0
3,216,651,2117.666667,3253.666667,0
9,222.3333333,572,1797.333333,2922,0
i,227,385.6666667,2094.333333,3480,0
O~,209.6666667,260.3333333,1195.666667,2594.333333,1
u,228.3333333,354.3333333,591.6666667,2014.333333,0
a~,214.3333333,390.6666667,812,1999,1
i,204.6666667,258,2214.333333,3370.666667,0
y,234,274.3333333,2048.333333,2504,0
a~,206,559.6666667,1108.333333,2848,1
2,219,405.6666667,1646,2753,0
a,208,805.6666667,1496.666667,2951,0
u,222,289,1302,2447.666667,0
2,210.6666667,399,1558,2448.666667,0
a~,205.3333333,283.6666667,917.6666667,2276.666667,1
u,224.3333333,267,1250,2598,0
a~,219.3333333,636.3333333,1296.333333,3506.666667,1
a,209,809.6666667,1619.666667,3075,0
a,208,879.6666667,1437.666667,3104.666667,0
e,220,418,2535,3071,0
2,205,341.6666667,1603.333333,2420.333333,0
2,216.3333333,395.3333333,1902.333333,2738.666667,0
9,198.6666667,615.6666667,1450.333333,2947.666667,0
E~,203,488,1282,2833.333333,1
O~,208.3333333,252.3333333,960.6666667,2350.666667,1
3,200.3333333,647,2073,3052,0
i,223.6666667,298.6666667,2475.666667,3987.666667,0
O~,213,338.3333333,894,1997,1
9,206,586.3333333,1726.666667,2976,0
a~,214,394,969.6666667,2403.666667,1
o,219.6666667,413,794.6666667,2766.333333,0
a,206,731,1601.666667,3115,0
2,223,427.3333333,1667.333333,2754,0
3,205.6666667,571.6666667,2206,3175.333333,0
E~,209.6666667,561.3333333,1128.666667,3009,1
i,201.6666667,322,2223.666667,3479.333333,0
e,205,398.3333333,2609.333333,3220,0
E~,219.3333333,569.3333333,1189.333333,2937,1
e,211.6666667,409.3333333,2551.333333,3214.666667,0
o,218.6666667,361.3333333,567.6666667,2783.666667,0
e,221,432,2634,3143.666667,0
E~,211.6666667,478.6666667,1016.666667,2353.666667,1
e,211.3333333,411.3333333,2401.333333,3303.666667,0
o,225.6666667,409.6666667,724.3333333,2754,0
i,222,278.6666667,2111,3562.666667,0
u,216,408.3333333,871.3333333,2711.333333,0
y,225.6666667,280.6666667,1792.333333,2735,0
y,219,348.6666667,2043,3039.333333,0
E~,213,573,1152,2848,1
a~,222,459.3333333,1072.333333,2589.333333,1
O~,210.3333333,264,1322,2338.333333,1
u,245,341.6666667,750,2995,0
O~,219.6666667,289.3333333,821.6666667,1686,1
y,225,295,1566.666667,2317,0
o,208,384.3333333,720.3333333,2751.333333,0
a,210.3333333,775.3333333,1450,3148.666667,0
i,198.3333333,277.3333333,2118.666667,3444,0
i,216.3333333,391,2168.666667,3615.333333,0
u,214.6666667,239,1552.333333,2975.333333,0
E~,206.6666667,654,1482.666667,2864.666667,1
y,210,379,1531.666667,2165.666667,0
O~,221.3333333,290.6666667,1207.333333,2211.333333,1
i,213,303.6666667,2255.333333,3429.666667,0
3,197,534.3333333,2209.333333,3078,0
O~,208.6666667,253,1163.333333,2418,1
a~,209,501.3333333,1028.333333,3212,1
y,220.3333333,299.6666667,1421.666667,2113,0
a,205.6666667,807,1516.666667,2961.333333,0
e,212.6666667,410.3333333,2531,3124,0
a~,213,369,786.6666667,2226.666667,1
O~,209.6666667,270.6666667,1379.666667,2060,1
e,213.3333333,422.3333333,2618.333333,3204.333333,0
o,217,364.3333333,623.6666667,2589.666667,0
e,219.6666667,422,2501.333333,3146.333333,0
3,208,610.3333333,2090.333333,3061.333333,0
2,216.6666667,401.6666667,1812.333333,2765.333333,0
e,211.6666667,412.3333333,2555.666667,3260,0
3,216,555.3333333,2207.333333,3152.333333,0
a~,205.6666667,597,1602.666667,3234.666667,1
u,213,392,714,2600,0
O~,223.3333333,315.3333333,983,2301.333333,1
y,221.6666667,305.6666667,1596,2565.666667,0
o,210.6666667,398,787.6666667,2869.666667,0
E~,211.6666667,727.3333333,1343.333333,3581,1
e,208.6666667,407,2515.333333,3250.666667,0
3,215.6666667,609,2089,3267.333333,0
E~,227,735,1301,3478,1
2,230.6666667,426.6666667,1519.333333,2691.666667,0
9,211.3333333,613.3333333,1432,3052.666667,0
u,225.3333333,269.3333333,640,2396.333333,0
3,203,543,2181.333333,3047.666667,0
o,206.6666667,392.6666667,657.3333333,2673,0
y,220.3333333,346,1713,2145.666667,0
y,214.6666667,298,1704.333333,2573.333333,0
3,214,571.6666667,2112.333333,3128.666667,0
2,205,356,1791.333333,2797.666667,0
o,216,396.6666667,858.6666667,2685.666667,0
9,203,586.3333333,1727,3072.333333,0
9,204.6666667,673,1604.333333,3027,0
o,214.6666667,404.6666667,527.6666667,2935.333333,0
2,208.3333333,396,1689,2761,0
i,211,304,1194,1977,0
2,203.6666667,382,1599.333333,2811.666667,0
a,183.3333333,802.3333333,1480,3110,0
9,200.6666667,585,1637.333333,3027.666667,0
a,215.3333333,728,1428,3114,0
a,195.6666667,916,1726.333333,3039.666667,0
O~,201,267,1360.333333,2218.333333,1
E~,195.6666667,670.6666667,1084.666667,2996,1
u,221,368.3333333,733.3333333,2924.666667,0
9,210,556.3333333,1821.333333,2830.333333,0
a~,214.3333333,574,1244,3101.333333,1
2,209,385.3333333,1583.666667,2494,0
o,216.6666667,400,838.6666667,2793.666667,0
9,197,580,1695.333333,2911.666667,0
a~,204.3333333,608,1277.333333,2645,1
u,232,290,1083.666667,2887.666667,0
O~,210.6666667,279.3333333,1232.333333,2858,1
a~,216,670,1143.333333,3591.333333,1
y,238.3333333,319.3333333,2166,2842.666667,0
u,216,379.3333333,1062,2978.333333,0
a,208.3333333,773.3333333,1738,3128.666667,0
e,209,413,2663,3152.333333,0
E~,211,605.3333333,1370,2997,1
i,217.3333333,262.3333333,1145.666667,2880,0
a,198,792.3333333,1516,3075.666667,0
E~,206.3333333,635,1331,2928,1
i,210.6666667,303.3333333,2350.333333,3670.666667,0
a,180.6666667,836.3333333,1455.666667,2920,0
y,236,312.3333333,2120.666667,2614.333333,0
3,193,653,1729.333333,2637.333333,0
o,194,361.3333333,837.3333333,2734,0
u,235.6666667,258,1750.666667,2757.333333,0
9,167.6666667,612.3333333,1624,2782.333333,0
2,207.3333333,390.6666667,1629.333333,2617.666667,0
9,234,661.6666667,1612.333333,2839.666667,0
e,196.6666667,368.6666667,2164.333333,2626,0
O~,184,377,1013.666667,2792,1
i,224.6666667,233.3333333,2403.333333,3414.666667,0
E~,201.6666667,525,1214.666667,2685.666667,1
3,228,479.3333333,2089,2980,0
3,194.3333333,365.3333333,2365.666667,2937,0
o,199.3333333,378,802.3333333,2869.333333,0
y,238.6666667,275.3333333,1898.666667,2618.333333,0
3,278,697.3333333,1932.666667,2998.666667,0
9,232,659,1690.333333,2758.333333,0
i,218,243.3333333,2171.333333,3487.333333,0
O~,188.6666667,356.6666667,1073.666667,2769.666667,1
u,218,297,1044.666667,2394,0
a~,174.3333333,422.6666667,918,3099,1
i,209.6666667,227.3333333,2408,3605.666667,0
y,203,251.6666667,2188.333333,2641.333333,0
a~,203,452.6666667,963,2667.333333,1
2,204.6666667,401,1597.666667,2779.666667,0
a,190,868.6666667,1589.666667,2922,0
u,229.6666667,262.3333333,1309.333333,2473,0
2,190.6666667,362.6666667,1551.666667,2592,0
a~,214,409,862.6666667,2640,1
u,256.6666667,286.6666667,999,2286.333333,0
a~,192,411.6666667,921.3333333,3029.333333,1
a,192.6666667,806,1666.666667,2846,0
a,172.3333333,838.6666667,1489.666667,2871.333333,0
e,199,373.3333333,1904,2792,0
2,203,377.6666667,1645.333333,2694.333333,0
2,205,362,1680.666667,2731,0
9,184.3333333,630,1629.333333,2818,0
E~,186.3333333,713,1283.333333,3389.333333,1
O~,194.6666667,357,1002.666667,2911.333333,1
3,191.3333333,459.6666667,2194,2727.666667,0
i,219,229.3333333,2353.333333,3544.333333,0
O~,185,315.6666667,1096.333333,2808.666667,1
